Series;Time;Value
/lxc.payload.backend;2023-06-25T15:40:02+02:00;18.301600899936155
/lxc.payload.backend;2023-06-25T15:40:32+02:00;9.961257386681108
/lxc.payload.backend;2023-06-25T15:41:02+02:00;0.15207996467151821
/lxc.payload.backend;2023-06-25T15:41:32+02:00;0.1563696277794497
/lxc.payload.backend;2023-06-25T15:42:02+02:00;0.14974179881288555
/lxc.payload.backend;2023-06-25T15:42:32+02:00;0.15696799771896286
/lxc.payload.backend;2023-06-25T15:43:02+02:00;0.15678662897169568
/lxc.payload.backend;2023-06-25T15:43:32+02:00;0.13976151816521115
/lxc.payload.backend;2023-06-25T15:44:02+02:00;0.1348619568050086
/lxc.payload.backend;2023-06-25T15:44:32+02:00;0.13801274049115264
/lxc.payload.backend;2023-06-25T15:45:02+02:00;0.14520327625728652
/lxc.payload.backend;2023-06-25T15:45:32+02:00;0.138357993027299
/lxc.payload.backend;2023-06-25T15:46:02+02:00;0.13853367952722573
/lxc.payload.backend;2023-06-25T15:46:32+02:00;0.13359690216362158
/lxc.payload.backend;2023-06-25T15:47:02+02:00;0.12621890766112756
/lxc.payload.backend;2023-06-25T15:47:32+02:00;0.1290917234148744
/lxc.payload.backend;2023-06-25T15:48:02+02:00;0.12873840508307993
/lxc.payload.backend;2023-06-25T15:48:32+02:00;0.1262879819977494
/lxc.payload.backend;2023-06-25T15:49:02+02:00;0.1252407578417556
/lxc.payload.backend;2023-06-25T15:49:32+02:00;0.12275707460244088
/lxc.payload.backend;2023-06-25T15:50:02+02:00;0.1167493561068283
/lxc.payload.backend;2023-06-25T15:50:32+02:00;0.12008319286608582
/lxc.payload.backend;2023-06-25T15:51:02+02:00;0.12067077321105711
/lxc.payload.backend;2023-06-25T15:51:32+02:00;0.12141679447203861
/lxc.payload.backend;2023-06-25T15:52:02+02:00;0.11681416826675713
/lxc.payload.backend;2023-06-25T15:52:32+02:00;0.12195015853703492
/lxc.payload.backend;2023-06-25T15:53:02+02:00;0.12413811797152947
/lxc.payload.backend;2023-06-25T15:53:32+02:00;0.1320495213680548
/lxc.payload.backend;2023-06-25T15:54:02+02:00;0.13771464517665233
/lxc.payload.backend;2023-06-25T15:54:32+02:00;0.13514203487387288
/lxc.payload.backend;2023-06-25T15:55:02+02:00;0.13678752725167465
/lxc.payload.bd;2023-06-25T15:40:02+02:00;6.622144976713691
/lxc.payload.bd;2023-06-25T15:40:32+02:00;3.9927536379293977
/lxc.payload.bd;2023-06-25T15:41:02+02:00;0.33636929215059613
/lxc.payload.bd;2023-06-25T15:41:32+02:00;0.3350668026517085
/lxc.payload.bd;2023-06-25T15:42:02+02:00;0.3223941478802395
/lxc.payload.bd;2023-06-25T15:42:32+02:00;0.3176008657715839
/lxc.payload.bd;2023-06-25T15:43:02+02:00;0.3145496606508012
/lxc.payload.bd;2023-06-25T15:43:32+02:00;0.30791084804074204
/lxc.payload.bd;2023-06-25T15:44:02+02:00;0.3048402406439684
/lxc.payload.bd;2023-06-25T15:44:32+02:00;0.31329732152254613
/lxc.payload.bd;2023-06-25T15:45:02+02:00;0.3133807187159843
/lxc.payload.bd;2023-06-25T15:45:32+02:00;0.32436290085666947
/lxc.payload.bd;2023-06-25T15:46:02+02:00;0.3229076812226645
/lxc.payload.bd;2023-06-25T15:46:32+02:00;0.3223279818075383
/lxc.payload.bd;2023-06-25T15:47:02+02:00;0.3293054962628673
/lxc.payload.bd;2023-06-25T15:47:32+02:00;0.3284023849253173
/lxc.payload.bd;2023-06-25T15:48:02+02:00;0.3363146975470221
/lxc.payload.bd;2023-06-25T15:48:32+02:00;0.3476359790798796
/lxc.payload.bd;2023-06-25T15:49:02+02:00;0.35757534724220763
/lxc.payload.bd;2023-06-25T15:49:32+02:00;0.3560154319943157
/lxc.payload.bd;2023-06-25T15:50:02+02:00;0.3492122618466058
/lxc.payload.bd;2023-06-25T15:50:32+02:00;0.34826927602566227
/lxc.payload.bd;2023-06-25T15:51:02+02:00;0.3468094228616325
/lxc.payload.bd;2023-06-25T15:51:32+02:00;0.3497609201344031
/lxc.payload.bd;2023-06-25T15:52:02+02:00;0.3536189250058589
/lxc.payload.bd;2023-06-25T15:52:32+02:00;0.3380426257227934
/lxc.payload.bd;2023-06-25T15:53:02+02:00;0.3282585695791357
/lxc.payload.bd;2023-06-25T15:53:32+02:00;0.3185377104479723
/lxc.payload.bd;2023-06-25T15:54:02+02:00;0.31681868924769235
/lxc.payload.bd;2023-06-25T15:54:32+02:00;0.3062037178767629
/lxc.payload.bd;2023-06-25T15:55:02+02:00;0.30699199312737635
/lxc.payload.frontend;2023-06-25T15:40:02+02:00;0.0012008312678898814
/lxc.payload.frontend;2023-06-25T15:40:32+02:00;0.0012357526674422756
/lxc.payload.frontend;2023-06-25T15:41:02+02:00;0.0012886106906195647
/lxc.payload.frontend;2023-06-25T15:41:32+02:00;0.001757431378428097
/lxc.payload.frontend;2023-06-25T15:42:02+02:00;0.0014383657490081355
/lxc.payload.frontend;2023-06-25T15:42:32+02:00;0.0014138723022104388
/lxc.payload.frontend;2023-06-25T15:43:02+02:00;0.0011624251629186967
/lxc.payload.frontend;2023-06-25T15:43:32+02:00;0.0011621531992803962
/lxc.payload.frontend;2023-06-25T15:44:02+02:00;0.000694483142937929
/lxc.payload.frontend;2023-06-25T15:44:32+02:00;0.0006874592298257796
/lxc.payload.frontend;2023-06-25T15:45:02+02:00;0.0004331243279872621
/lxc.payload.frontend;2023-06-25T15:45:32+02:00;0.0004287499999993115
/lxc.payload.frontend;2023-06-25T15:46:02+02:00;0.000013805242540332256
/lxc.payload.frontend;2023-06-25T15:46:32+02:00;0.0002493923663328037
/lxc.payload.frontend;2023-06-25T15:47:02+02:00;0.0006646035208761402
/lxc.payload.frontend;2023-06-25T15:47:32+02:00;0.0006980492738205402
/lxc.payload.frontend;2023-06-25T15:48:02+02:00;0.000697238550770434
/lxc.payload.frontend;2023-06-25T15:48:32+02:00;0.0009488833049244444
/lxc.payload.frontend;2023-06-25T15:49:02+02:00;0.0009383368834896718
/lxc.payload.frontend;2023-06-25T15:49:32+02:00;0.0013522375440138906
/lxc.payload.frontend;2023-06-25T15:50:02+02:00;0.0015442885810000725
/lxc.payload.frontend;2023-06-25T15:50:32+02:00;0.0015835995200196215
/lxc.payload.frontend;2023-06-25T15:51:02+02:00;0.0017803148431881266
/lxc.payload.frontend;2023-06-25T15:51:32+02:00;0.0013609643855996619
/lxc.payload.frontend;2023-06-25T15:52:02+02:00;0.001557367117238163
/lxc.payload.frontend;2023-06-25T15:52:32+02:00;0.0016757797566653192
/lxc.payload.frontend;2023-06-25T15:53:02+02:00;0.0013897349987908164
/lxc.payload.frontend;2023-06-25T15:53:32+02:00;0.0018104315168573216
/lxc.payload.frontend;2023-06-25T15:54:02+02:00;0.0013822979086870713
/lxc.payload.frontend;2023-06-25T15:54:32+02:00;0.001457717866287875
/lxc.payload.frontend;2023-06-25T15:55:02+02:00;0.001393160044835537
